NonLinearLinesClearedHeuristic SumOfHeightOfBlocksHeuristic SumOfHeightOfColumnsHeuristic BumpinessHeuristic HolesHeuristic BlockadesHeuristic Fitness
-.6583 -.8175 .0771 .7260 .5821 .0322 .0000
.6028 -.8538 -.8788 -.2850 .5603 .5710 .0000
-.8274 .4893 .4752 -.5724 .1918 -.1480 .0000
.2435 -.6106 .0650 -.7255 .4101 .1876 .0000
-.5694 -.1062 -.2262 .5856 .6549 .7048 .0000
-.8416 .1739 -.2091 .9104 .4444 -.3113 .0000
-.8082 -.5126 -.9487 -.9512 .2247 -.8296 .0000
-.2428 .1292 .2575 -.8826 .2908 -.8258 .0000
-.9125 -.9239 .8152 .4762 .6050 -.9099 .0000
.5396 -.7066 -.1834 .7682 -.2746 .9238 .0000
-.8334 .7237 -.6311 -.4269 -.8753 -.6400 .0000
-.4372 .6906 -.0318 -.6293 .7646 -.8790 .0000
-.1952 -.8819 -.8175 -.8476 -.3645 .5138 .0000
-.6067 -.0439 .9398 -.6265 -.0440 -.5020 .0000
.2057 -.8849 .8237 -.6619 -.8324 .9286 .0000
-.4320 -.0750 -.8801 .1252 .6152 .4859 .0000
-.9499 -.2204 .6028 -.0164 -.0887 .9572 .0000
-.7946 .3502 .4989 .2444 .7512 .6246 .0000
.3258 .0488 .8280 .4920 -.3282 .5155 .0000
-.7118 .8161 -.5791 -.1167 -.6707 .4922 .0000
.5303 .9571 .9843 -.2020 .1618 -.5695 .0000
.6491 -.8962 -.2614 -.1001 -.6917 .8699 .0000
.9393 .5682 .4890 .5671 -.5004 -.3347 .0000
.1774 -.5825 .3045 .1320 .5770 -.6378 .0000
-.7135 -.1029 .3922 -.9204 -.5172 .5779 .0000
.7043 .6952 .6198 .1890 .8193 -.7518 .0000
-.8420 .2237 .1058 .6413 -.1659 -.0910 .0000
-.4912 -.1229 -.0366 -.1829 .1188 -.1008 .0000
-.5567 -.8772 .5514 -.8456 -.8767 .3878 .0000
-.2397 -.4363 .6899 .1477 -.2753 -.6665 .0000
.1746 .8666 -.3274 .7489 -.0953 .3705 .0000
-.0828 -.8694 .3073 -.8285 -.1903 .9584 .0000
-.6361 .3148 .4275 .9939 -.0532 -.4172 .0000
.9861 -.5520 -.2585 -.8888 .1548 .4272 .0000
-.6314 .4481 .7921 .2439 .8007 .1201 .0000
.6994 .0614 -.2119 -.8260 .3345 .6634 .0000
-.4939 -.8464 -.7392 -.1373 -.6487 -.8384 .0000
-.8667 .8031 -.5092 -.5155 .5153 -.0766 .0000
.3007 .9384 -.2085 .8319 -.2574 .9523 .0000
-.4569 -.6514 .0558 .1801 -.8789 .5612 .0000
-.1072 .8000 -.5485 .9359 .1736 .6810 .0000
-.2569 .2978 .8693 .9527 -.4853 .3917 .0000
-.6432 .8058 .5810 -.8461 -.4487 .9905 .0000
.3475 .4764 .5889 -.2694 -.2245 .9423 .0000
.7259 -.7365 -.6122 .8265 -.1731 .4531 .0000
-.0212 -.2010 .5718 .4305 -.6575 .4186 .0000
.9969 -.2468 -.6027 -.4272 .5580 .5381 .0000
-.2897 .2555 -.3466 .9560 .1290 -.8074 .0000
.0295 -.7734 -.7442 -.6828 -.2846 -.0511 .0000
-.1893 -.1505 .8119 -.8900 -.0325 -.9520 .0000
.1516 -.3028 .9273 -.2678 -.7818 .1040 .0000
-.2720 .1973 .4464 -.5735 -.7684 -.7815 .0000
.4759 .0110 .2795 .4277 .9999 -.9911 .0000
.2322 .4135 -.9309 -.6465 -.1103 .2586 .0000
-.7669 -.0777 -.5601 -.2062 .0652 -.3022 .0000
.6686 -.5146 .7920 .2839 .9172 .6934 .0000
.3539 -.5417 -.1067 -.9196 .1526 .2241 .0000
-.0525 .5574 -.1284 -.7343 -.4288 -.2247 .0000
-.1301 .7069 -.5549 .8120 .1834 -.0264 .0000
-.8804 -.5112 -.1631 -.9871 -.1714 -.2961 .0000
-.5940 -.7519 -.7927 -.7725 .2364 -.4495 .0000
-.6561 .0088 -.5477 .0402 -.7424 .3555 .0000
-.7097 .5073 .8333 -.5400 -.1084 .3520 .0000
-.0680 .5019 .4432 -.8178 .6757 -.3103 .0000
-.4968 -.4863 -.6600 .3289 -.1076 .5123 .0000
-.4264 -.3411 -.9114 -.7711 .1221 .7608 .0000
.1812 .3715 .7752 .2560 -.4732 .8742 .0000
-.0680 .4912 .0756 .0840 -.1624 .0491 .0000
.7844 .9153 .1114 .1291 -.7496 -.8264 .0000
.5100 .0538 -.9431 .5169 .7013 -.6012 .0000
-.9971 -.2200 .0558 -.2394 -.3903 .4163 .0000
.1653 -.8730 -.4927 .5502 -.9073 .6823 .0000
.5083 .2962 -.8181 .5157 -.8664 .0665 .0000
.0148 -.4072 -.5837 -.0629 -.6945 .2175 .0000
-.3890 .9974 .1153 .8185 -.1547 .4249 .0000
-.4131 .1844 .7784 .5336 -.7548 -.9552 .0000
.7723 .5446 -.2114 -.3490 -.7774 .2670 .0000
.3977 .0114 .8049 .5178 -.0207 -.3694 .0000
.1505 .5294 -.1922 .3894 .3711 -.3852 .0000
.1316 -.6394 -.5209 .9434 .4210 -.0747 .0000
-.1539 -.6293 -.6987 -.9469 .0050 -.8638 .0000
.3038 -.2006 -.7908 .0538 -.4324 -.6477 .0000
-.6714 .0808 -.9427 .9316 -.5305 .9879 .0000
.0656 .3617 .0910 -.3955 .0678 -.8243 .0000
-.2943 .4544 .6189 -.6794 .7339 .6258 .0000
.0050 -.4643 .9767 .5459 -.9711 -.9603 .0000
.2046 .3669 -.9271 .4263 .8009 .7393 .0000
.3889 -.6670 .8812 -.3125 .2394 .6039 .0000
.3364 -.8161 .6691 .7718 -.3249 .1384 .0000
.5739 -.8614 -.9523 -.1911 -.3420 .2286 .0000
-.5462 -.1694 .1331 .4934 .1379 -.8682 .0000
.6277 .7018 -.3937 .9544 -.3698 .9055 .0000
-.5827 -.5414 .7612 .0946 -.0110 .8591 .0000
.1827 -.4878 -.2929 .7235 .1165 .0032 .0000
-.4533 .8802 -.4122 -.8070 -.8400 -.6861 .0000
.9670 .8788 .2601 .8340 -.0491 -.4640 .0000
-.2247 .5770 -.9050 .9366 .8775 -.3456 .0000
.2175 -.3952 -.2586 -.1821 .9265 .9953 .0000
-.5697 .8691 -.6295 .1431 .7285 .5781 .0000
-.8292 .0600 -.8935 -.8899 .3217 .0648 .0000
.7782 .1243 .8507 .8535 -.2611 .6340 .0000
-.3746 -.2990 -.6888 -.6138 .1379 -.5417 .0000
-.9532 -.5084 -.7566 .7023 .0573 -.7434 .0000
